what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1389266427600
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1389266427600
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1389266427600
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1389266427600
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1389266427610
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1389266427610
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1389266427610
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1389266427610
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1389266427610
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1389266427610
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1389266427610
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1389266427610
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1389266427610
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1389266427610
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1389266427610
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1389266427610
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1389266427610
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1389266427620
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1389266427620
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1389266427620
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1389266427620
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1389266427620
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1389266427620
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1389266427620
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1389266427620
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1389266427620
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1389266427620
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1389266427630
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1389266427630
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1389266427630
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1389266427630
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1389266427630
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1389266427630
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1389266427630
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1389266427630
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1389266427630
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1389266427630
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1389266427630
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1389266427630
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1389266427630
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1389266427630
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1389266427640
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1389266427640
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1389266427640
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1389266427640
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1389266427640
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1389266427640
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1389266427640
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1389266427640
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1389266427640
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1389266427640
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1389266427640
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1389266427640
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1389266427640
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1389266427650
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1389266427650
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1389266427650
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1389266427650
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1389266427650
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1389266427650
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1389266427650
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1389266427650
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1389266427650
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1389266427650
os,sysinfo,,,"win32",1389266427660
arch,sysinfo,,,"x86_64",1389266427660
ws,sysinfo,,,"win32",1389266427660
locale,sysinfo,,,"el_GR",1389266427660
processors,sysinfo,,,"2",1389266427660
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1389266427660
java.runtime.version,sysinfo,,,"1.7.0_17-b02",1389266427660
java.specification.name,sysinfo,,,"Java Platform API Specification",1389266427660
java.specification.vendor,sysinfo,,,"Oracle Corporation",1389266427660
java.specification.version,sysinfo,,,"1.7",1389266427660
java.vendor,sysinfo,,,"Oracle Corporation",1389266427660
java.version,sysinfo,,,"1.7.0_17",1389266427660
java.vm.info,sysinfo,,,"mixed mode",1389266427660
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1389266427660
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1389266427660
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1389266427660
java.vm.specification.version,sysinfo,,,"1.7",1389266427660
java.vm.vendor,sysinfo,,,"Oracle Corporation",1389266427660
java.vm.version,sysinfo,,,"23.7-b01",1389266427660
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389266428771
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389266428782
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1389266428812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266434194
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1389266456222
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1389266456252
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1389266457026
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1389266457079
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1389266457086
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1389266457170
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1389266457176
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1389266457184
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1389266457233
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1389266457266
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1389266457270
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1389266457285
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1389266457323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266457977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1389266458000
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1389266458196
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1389266458197
started,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20110511-0800,"org.eclipse.team.cvs.ssh2",1389266458520
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1389266458916
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1389266458926
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1389266460321
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1389266461000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266465601
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1389266470330
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1389266470330
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1389266470742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266473990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1389266474004
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1389266474422
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1389266474424
error,log,,,"Core exception while retrieving the content description",1389266476985
error,log,,,"Core exception while retrieving the content description",1389266476990
error,log,,,"Core exception while retrieving the content description",1389266477008
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1389266479836
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1389266480063
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1389266482726
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1389266482727
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1389266487209
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1389266487229
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1389266487613
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1389266487675
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1389266488185
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1389266488317
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389266488391
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389266488599
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1389266489733
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1389266490245
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1389266490249
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1389266490458
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1389266490764
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389266495371
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389266499459
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389266499571
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389266503641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266519195
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1389266523847
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1389266523917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389266536011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266538371
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389266539409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266540153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266578538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266584638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266586303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266589115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266590799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266599099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389266619759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266641254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266646227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389266676697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266709068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266710795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266723108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266724222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266754686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266755266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266762974
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389266762994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266784789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266826761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266827951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266833287
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389266833297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266836269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266855609
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389266866314
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389266871176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266875268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266881390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266882817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266899184
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389266902128
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389266904948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266908678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266910972
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1389266911606
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1389266911662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266912713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266941170
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389266941180
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1389266942129
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1389266942422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266942483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266944924
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389266947664
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389266947956
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389266948074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389266954334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267025864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267026634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267061559
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389267061589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267077363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267078655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267079235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267116240
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389267120332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267133638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267134608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267135048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267135798
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389267137678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267141330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267158682
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389267165531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267180905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267181605
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389267183199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267188191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267193693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267195424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267211967
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389267214630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267370990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267403642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267425454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267428296
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1389267435691
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1389267435923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267435935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267438070
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389267450300
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1389267450300
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389267451412
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389267453376
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389267453376
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1389267454098
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1389267455130
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1389267455130
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389267459912
